recipe_name,calories,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_a_percent,vitamin_c_percent,calcium_percent,iron_percent
Pakistani Desserts Special 409,646,39,33,33,4,11,1494,0,26,34,25,17
Nihari,468,25,72,18,11,3,900,18,36,54,24,24
Seekh Kabab,505,38,65,15,7,19,1277,89,39,14,23,21
Pakistani Desserts Special 412,536,16,60,17,12,6,426,96,20,25,27,35
Pakistani Desserts Special 413,270,44,69,27,3,11,365,25,24,38,24,39
Biryani,495,26,39,31,5,13,1472,0,33,41,14,33
Pakistani Desserts Special 415,472,32,36,22,6,14,1429,56,12,20,22,33
Dal Makhani,628,15,47,29,6,11,1060,42,31,11,20,29
Seekh Kabab,717,38,62,23,6,9,354,10,16,11,23,36
Chapli Kabab,204,46,62,25,6,15,1303,14,37,16,14,36
Sajji,721,29,70,28,14,6,1267,57,6,27,13,13
Paya,737,24,33,34,3,15,316,56,25,51,6,11
Sindhi Biryani,774,23,67,16,3,5,538,20,27,13,26,17
Biryani,386,6,71,17,13,10,1493,33,39,47,16,37
Sindhi Biryani,494,14,63,14,12,9,577,28,19,8,11,35
Sindhi Biryani,214,9,45,18,5,9,1059,4,9,56,13,12
Palak Paneer,608,33,63,19,9,3,1437,3,39,56,9,33
Sindhi Biryani,717,32,57,29,11,11,631,0,27,17,20,12
Pakistani Desserts Special 427,754,21,57,25,14,10,874,67,10,23,22,38
Sindhi Biryani,735,45,31,26,3,4,494,81,12,6,7,39
Chapli Kabab,176,23,32,23,6,18,1156,92,33,15,9,21
Pakistani Desserts Special 430,440,30,67,17,3,2,1244,74,9,14,24,16
Haleem,787,23,38,30,4,4,1437,71,38,21,12,22
Pakistani Desserts Special 432,659,34,34,39,4,6,396,45,27,31,14,37
Dal Makhani,641,30,66,18,6,12,465,99,23,18,15,34
Pakistani Desserts Special 434,403,42,41,39,7,17,635,19,24,8,5,20
Seekh Kabab,194,36,58,38,3,13,1063,27,11,8,25,35
Pakistani Desserts Special 436,779,18,64,26,14,18,547,63,12,56,26,31
Palak Paneer,269,6,74,10,11,11,751,0,39,58,9,31
Pakistani Desserts Special 438,471,46,51,16,12,3,950,6,6,20,21,31
Nihari,772,41,43,35,11,6,544,29,11,12,15,19
Palak Paneer,381,24,36,36,10,18,522,85,18,21,25,35
Chicken Tikka,414,29,65,37,13,16,695,12,9,7,23,37
Lahori Chargha,566,36,35,23,12,4,746,0,24,26,15,11
Aloo Gosht,259,14,45,10,14,3,691,70,13,46,19,26
Lahori Chargha,747,32,69,33,10,15,847,41,32,28,15,23
Pakistani Desserts Special 445,221,39,71,23,5,12,297,81,7,44,22,32
Biryani,639,29,60,37,14,5,1094,4,26,49,14,26
Chicken Tikka,346,42,40,19,12,11,271,60,15,21,20,38
Palak Paneer,788,17,35,25,13,19,610,3,29,7,10,23
Sajji,644,36,79,22,9,15,1434,55,8,32,24,20
Nihari,338,5,44,29,7,12,305,73,13,40,21,24
Pakistani Desserts Special 451,459,49,49,22,7,2,459,18,12,43,11,25
Pakistani Desserts Special 452,462,44,48,37,13,16,1072,69,32,45,28,31
Chapli Kabab,527,18,67,13,8,13,1498,0,36,21,24,14
Pakistani Desserts Special 454,342,46,59,36,12,15,360,91,18,52,7,37
Pakistani Desserts Special 455,728,49,72,37,6,6,551,21,14,54,10,39
Chapli Kabab,567,15,39,14,7,17,312,62,33,11,20,13
Pakistani Desserts Special 457,582,32,51,16,9,4,746,78,8,20,14,19
Pakistani Desserts Special 458,678,30,45,31,13,4,504,80,24,38,17,36
Sindhi Biryani,296,46,48,35,11,4,204,61,29,56,19,27
Karahi,505,21,63,15,3,17,771,43,19,46,22,30
Pakistani Desserts Special 461,327,9,77,13,6,16,1374,82,19,22,7,39
Paya,154,41,60,24,9,5,1230,20,16,9,26,30
Chapli Kabab,632,30,33,26,10,3,913,33,12,59,9,27
Pakistani Desserts Special 464,363,26,63,38,5,9,208,6,24,30,25,29
Pakistani Desserts Special 465,443,29,58,38,9,19,1417,95,37,53,27,20
Sindhi Biryani,165,37,31,34,7,10,884,50,29,51,28,18
Pakistani Desserts Special 467,659,14,71,21,4,2,1024,2,32,34,20,36
Pakistani Desserts Special 468,788,7,71,14,5,12,791,27,35,22,28,36
Aloo Gosht,485,11,31,23,9,10,980,0,11,41,6,20
Pakistani Desserts Special 470,535,28,64,17,2,3,1437,2,24,53,18,13
Pakistani Desserts Special 471,552,27,51,21,6,8,283,46,12,34,23,38
Korma,723,12,37,21,7,3,1125,0,19,25,15,11
Sajji,432,10,60,26,8,11,1040,54,34,47,5,12
Seekh Kabab,618,38,70,36,3,8,595,4,11,27,23,22
Pakistani Desserts Special 475,314,21,38,26,3,18,417,53,17,12,12,29
Chapli Kabab,526,32,53,18,13,2,1314,22,15,8,21,28
Paya,405,46,35,28,2,6,1083,60,17,39,28,15
Aloo Gosht,685,41,35,26,4,8,657,0,22,51,10,32
Chicken Tikka,613,30,60,24,10,13,396,0,14,15,27,20
Pakistani Desserts Special 480,394,24,40,34,4,11,727,0,36,20,6,18
Chicken Tikka,673,10,55,29,6,19,1189,21,21,13,7,33
Korma,206,37,54,39,9,6,1134,2,25,28,6,24
Pakistani Desserts Special 483,222,38,74,34,4,2,1305,0,8,23,8,18
Lahori Chargha,529,45,64,19,8,3,297,99,19,11,27,38
Pakistani Desserts Special 485,243,21,31,34,14,19,842,70,10,35,12,39
Pakistani Desserts Special 486,448,13,55,13,10,11,275,0,10,15,25,31
Pakistani Desserts Special 487,419,48,61,25,4,10,549,99,8,28,19,12
Pakistani Desserts Special 488,207,39,32,15,2,17,1180,62,34,56,14,27
Paya,416,48,68,23,12,16,382,39,33,14,5,18
Pakistani Desserts Special 490,693,31,36,17,8,8,810,33,38,27,11,23
Pakistani Desserts Special 491,286,36,43,35,6,16,1311,59,16,5,27,24
Pakistani Desserts Special 492,721,43,35,30,12,16,207,42,30,22,10,37
Pakistani Desserts Special 493,490,9,61,14,8,7,297,21,8,9,23,11
Pakistani Desserts Special 494,453,29,63,31,13,9,339,97,38,33,22,16
Sajji,515,10,70,14,12,4,219,0,20,47,8,27
Biryani,215,13,43,14,6,6,1174,48,18,29,28,22
Chapli Kabab,793,12,49,12,3,11,1026,84,26,59,20,39
Dal Makhani,216,33,62,26,4,9,953,38,16,30,25,23
Aloo Gosht,569,30,68,22,14,5,657,95,26,11,12,12
Biryani,541,12,55,13,14,18,555,85,6,40,24,28
Pakistani Beverages Special 1,486,8,31,21,7,12,781,0,27,28,16,32
Pakistani Beverages Special 2,732,29,53,37,6,6,380,23,19,32,25,10
Nihari,496,12,33,12,2,11,1219,55,15,51,24,36
Sindhi Biryani,357,36,36,25,9,3,508,15,35,53,18,34
Aloo Gosht,153,27,34,33,6,6,960,56,16,39,21,39
Sindhi Biryani,651,30,62,33,8,16,514,45,22,36,21,37
Haleem,389,8,77,25,14,3,875,19,32,13,12,33
Sajji,474,30,34,29,3,4,297,18,24,9,11,18
Chicken Tikka,642,25,49,24,14,4,1164,68,34,40,17,26
Biryani,424,14,31,14,10,4,1275,36,9,56,21,34
Karahi,679,7,37,16,11,10,1179,29,6,9,20,12
Pakistani Beverages Special 12,437,29,78,26,5,5,261,75,38,23,26,30
Pakistani Beverages Special 13,715,9,55,27,10,14,554,94,13,16,20,11
Pakistani Beverages Special 14,683,18,40,24,2,6,316,42,39,58,8,37
Biryani,692,6,36,11,12,11,924,70,6,31,12,27
Paya,627,6,72,13,6,4,1228,52,7,5,20,38
Pakistani Beverages Special 17,259,5,72,19,5,8,320,74,33,35,25,14
Chapli Kabab,637,6,55,24,9,3,1162,6,15,7,23,15
Chapli Kabab,528,21,31,35,10,6,867,16,26,57,29,31
Pakistani Beverages Special 20,489,28,54,15,5,2,1386,86,21,39,11,27
Pakistani Beverages Special 21,618,43,71,37,12,15,305,90,20,18,17,26
Pakistani Beverages Special 22,586,20,50,15,6,5,1356,74,29,50,9,20
Pakistani Beverages Special 23,712,42,49,16,3,12,1285,72,36,56,22,22
Pakistani Beverages Special 24,629,43,43,31,11,3,564,27,36,54,29,34
Pakistani Beverages Special 25,432,6,42,10,6,6,1259,67,20,48,29,34
Karahi,671,10,37,18,4,6,892,5,8,37,29,22
Sajji,445,26,36,32,5,10,317,0,25,38,16,24
Dal Makhani,213,14,53,26,2,5,1162,25,8,40,5,17
Palak Paneer,344,33,67,34,7,2,525,25,23,39,18,20
Sindhi Biryani,679,33,66,19,6,8,998,0,33,22,8,10
Biryani,613,15,56,19,8,7,1451,87,11,47,29,27
Pakistani Beverages Special 32,566,41,60,36,7,11,1118,0,11,12,6,35
Seekh Kabab,169,6,33,19,12,17,1478,23,37,30,8,36
Biryani,417,45,74,24,13,17,630,24,25,35,26,39
Dal Makhani,254,29,54,19,14,10,699,36,33,45,29,18
Biryani,358,37,73,30,9,16,764,15,28,38,18,32
Lahori Chargha,753,14,51,11,7,5,924,8,9,18,12,19
Dal Makhani,349,22,72,27,11,15,357,84,13,23,16,19
Sajji,789,10,47,29,5,2,741,67,38,28,9,29
Sindhi Biryani,578,40,72,26,10,2,1340,50,35,16,27,35
Pakistani Beverages Special 41,602,13,30,28,13,6,627,86,5,6,15,26
Seekh Kabab,627,31,44,27,11,19,268,17,22,39,20,28
Biryani,516,41,76,26,9,7,651,91,12,33,17,26
Palak Paneer,309,22,59,28,6,14,1097,6,34,35,26,29
Pakistani Beverages Special 45,484,19,72,10,12,11,1457,29,11,11,22,20
Chapli Kabab,520,18,74,28,8,8,566,70,33,26,22,16
Nihari,643,26,72,31,4,16,851,97,19,51,5,22
Korma,689,20,77,24,4,14,550,32,23,7,16,33
Biryani,546,27,45,31,4,3,402,58,7,15,29,19
Pakistani Beverages Special 50,678,7,48,13,10,9,578,48,23,45,15,17
Lahori Chargha,715,16,46,27,10,13,366,19,13,31,14,36
Pakistani Beverages Special 52,390,49,59,34,13,10,624,71,19,34,21,14
Pakistani Beverages Special 53,176,47,59,18,12,7,1199,0,18,28,18,26
Sindhi Biryani,187,34,48,22,11,17,480,58,22,40,11,38
Sajji,150,10,52,16,9,8,928,53,27,53,12,38
Biryani,587,30,38,37,4,9,620,0,18,42,7,29
Lahori Chargha,244,26,35,32,6,2,734,29,18,51,24,38
Biryani,574,35,62,17,6,12,1219,81,28,12,7,20
Pakistani Beverages Special 59,214,23,53,19,12,19,1440,84,37,26,10,15
Nihari,749,27,57,36,13,5,1480,88,17,45,29,30
Sajji,187,29,65,26,13,4,652,22,13,51,11,29
Karahi,450,41,78,35,8,9,1338,61,16,12,6,38
Nihari,342,48,36,37,2,5,908,17,12,50,14,10
Lahori Chargha,347,12,66,10,8,12,1369,15,11,7,22,34
Sindhi Biryani,382,49,60,21,9,13,1259,16,18,59,17,22
Pakistani Beverages Special 66,360,34,62,37,6,9,251,5,13,52,7,19
Lahori Chargha,340,14,64,26,13,15,1316,0,35,34,23,25
Chicken Tikka,396,38,42,30,8,3,869,41,16,29,6,26
Biryani,784,41,70,29,4,13,1121,84,19,19,28,13
Seekh Kabab,287,42,63,16,6,16,241,57,19,9,13,16
Palak Paneer,569,41,73,29,3,11,524,89,14,23,11,23
Sajji,535,14,45,23,5,16,1209,24,6,29,10,21
Chapli Kabab,755,36,70,36,8,2,620,64,28,40,16,35
Pakistani Beverages Special 74,240,46,47,15,7,14,525,55,25,48,15,22
Haleem,638,45,47,36,7,10,381,9,29,16,19,25
Pakistani Beverages Special 76,612,18,71,21,6,12,655,89,27,36,28,35
Nihari,494,12,33,13,11,7,265,19,26,9,8,28
Haleem,561,31,50,28,6,15,1046,27,26,53,22,14
Lahori Chargha,316,32,74,20,2,8,551,9,28,53,18,34
Pakistani Beverages Special 80,423,48,30,19,8,6,1452,0,34,28,27,25
Haleem,597,5,42,17,4,2,1086,40,19,33,19,18
Chicken Tikka,765,25,60,37,8,8,1132,40,14,30,6,36
Pakistani Beverages Special 83,371,31,72,22,8,18,407,0,24,31,6,28
Pakistani Beverages Special 84,238,46,33,33,12,18,345,10,9,50,10,37
Aloo Gosht,738,34,74,15,13,7,1226,61,31,57,15,39
Pakistani Beverages Special 86,272,21,44,15,5,16,1382,76,28,36,20,36
Pakistani Beverages Special 87,188,5,67,14,13,6,1271,78,39,11,12,32
Lahori Chargha,412,7,79,20,4,18,785,3,5,7,11,20
Pakistani Beverages Special 89,548,20,58,35,6,17,572,91,12,36,22,11
Pakistani Beverages Special 90,645,14,39,23,7,9,1395,63,28,54,27,39
Seekh Kabab,486,32,50,16,11,15,1270,32,34,50,24,36
Karahi,173,7,68,22,14,7,461,32,19,17,28,14
Chicken Tikka,263,33,70,31,3,11,1056,3,28,31,26,12
Sajji,455,17,74,13,4,5,1414,58,16,40,11,25
Nihari,649,26,74,27,9,3,360,14,28,59,8,14
Pakistani Beverages Special 96,526,48,59,21,7,5,1489,10,33,7,22,13
Lahori Chargha,730,25,51,24,13,2,241,97,29,47,14,14
Chapli Kabab,161,35,60,29,10,14,657,21,7,21,14,28
Pakistani Beverages Special 99,315,29,49,32,4,12,1199,72,5,33,6,34
Nihari,243,45,32,32,2,13,1162,54,17,50,5,18
Pakistani Beverages Special 101,544,44,69,35,9,8,349,66,20,33,8,38
Paya,748,16,32,27,2,6,1026,6,12,29,9,15
Lahori Chargha,187,8,70,13,12,7,255,80,37,58,23,25
Lahori Chargha,596,23,46,39,7,5,350,0,6,50,6,31
Sajji,205,16,32,18,8,13,435,85,25,20,7,36
Paya,253,12,75,24,5,6,684,47,21,55,12,19
Palak Paneer,681,42,51,30,7,4,804,92,26,44,11,20
Biryani,151,29,45,38,6,12,1133,82,23,34,9,29
Pakistani Beverages Special 109,592,25,60,20,11,9,497,76,22,11,12,38
Pakistani Beverages Special 110,188,18,50,20,14,17,361,0,21,58,27,29
Pakistani Beverages Special 111,468,23,68,27,14,14,599,43,25,5,25,22
Sajji,636,41,47,25,12,5,1199,73,38,15,20,32
Haleem,461,32,74,22,9,12,1022,70,12,39,15,32
Pakistani Beverages Special 114,537,46,71,26,4,6,971,5,15,13,11,32
Chapli Kabab,544,21,58,34,12,7,227,16,36,51,17,17
Seekh Kabab,233,6,72,13,8,11,788,25,28,20,19,39
Pakistani Beverages Special 117,494,40,47,31,3,18,1494,35,20,35,27,28
Korma,653,45,59,23,4,14,684,72,26,58,24,12
Pakistani Beverages Special 119,385,28,56,18,9,11,980,65,34,15,27,32
Sindhi Biryani,484,25,67,35,7,14,1289,45,7,42,12,17
Pakistani Beverages Special 121,442,13,51,12,4,13,942,34,7,38,25,39
Biryani,535,47,50,31,14,7,1478,13,26,9,5,28
Lahori Chargha,621,34,72,39,4,6,1122,74,10,5,24,20
Sajji,172,42,38,18,12,3,492,61,7,22,18,36
Sindhi Biryani,681,39,54,33,7,8,726,45,38,59,13,25
Seekh Kabab,737,37,55,37,11,12,1189,47,15,10,15,11
Karahi,432,36,37,39,2,6,564,58,39,9,12,24
Karahi,502,17,40,29,2,5,1210,81,32,27,24,18
Seekh Kabab,598,31,57,29,6,6,911,40,30,16,6,37
Haleem,553,17,57,13,3,14,676,25,8,57,7,33
Pakistani Beverages Special 131,566,45,65,24,10,7,682,63,8,48,12,15
Pakistani Beverages Special 132,677,13,37,10,7,4,743,41,29,26,11,21
Sajji,639,21,40,32,10,9,560,8,6,34,8,18
Chicken Tikka,335,49,76,23,4,13,541,74,6,49,13,25
Biryani,399,42,72,23,12,13,304,55,22,15,8,32
Chicken Tikka,780,32,32,34,8,13,1058,18,15,48,5,34
Pakistani Beverages Special 137,448,44,60,38,7,17,885,0,39,15,13,17
Nihari,681,46,64,17,9,16,1428,52,25,54,17,33
Dal Makhani,606,37,47,33,6,19,521,17,15,38,25,23
Haleem,296,36,64,20,5,16,760,18,39,44,6,35
Korma,751,24,48,36,5,5,1027,93,32,46,21,18
Pakistani Beverages Special 142,748,34,69,31,13,19,717,26,7,27,22,16
Korma,372,12,74,17,4,16,1317,18,7,47,26,29
Sajji,288,26,39,21,4,17,567,30,35,29,21,10
Pakistani Beverages Special 145,482,35,48,30,8,14,668,87,24,20,24,17
Nihari,725,49,37,26,6,12,970,57,25,10,7,18
Pakistani Beverages Special 147,253,47,54,15,12,5,627,32,22,52,24,20
Chicken Tikka,443,30,74,38,11,17,241,82,21,27,5,31
Biryani,378,11,70,14,9,15,872,0,7,49,7,24
Pakistani Beverages Special 150,254,7,70,18,5,12,554,97,18,26,23,35
Pakistani Beverages Special 151,320,7,59,14,11,14,400,73,6,21,29,24
Nihari,577,24,73,33,3,19,575,38,11,17,19,29
Chapli Kabab,175,42,38,37,10,11,592,70,24,49,26,31
Biryani,585,10,34,11,6,8,845,49,24,7,28,26
Karahi,182,26,54,37,6,2,669,68,15,20,24,25
Pakistani Beverages Special 156,632,23,48,23,11,9,757,31,18,41,29,26
Pakistani Beverages Special 157,314,10,78,12,11,18,1439,41,24,37,10,17
Korma,206,49,45,35,14,5,624,4,10,30,12,12
Pakistani Beverages Special 159,612,28,35,39,7,14,855,91,13,52,6,38
Palak Paneer,242,43,31,20,11,15,718,57,10,15,8,29
Pakistani Beverages Special 161,640,23,58,35,8,10,893,76,18,25,20,22
Pakistani Beverages Special 162,766,9,43,13,11,14,812,29,18,47,17,25
Biryani,656,34,71,30,7,5,1079,45,26,47,19,26
Palak Paneer,414,42,69,39,6,12,833,88,39,21,15,12
Pakistani Beverages Special 165,417,16,71,27,6,3,1406,89,25,24,9,23
Haleem,250,9,45,12,9,3,1375,51,24,14,19,16
Chicken Tikka,462,17,47,11,13,2,559,0,8,8,11,23
Chapli Kabab,660,22,42,26,8,10,1375,27,35,28,29,16
Sajji,243,18,37,29,11,5,428,93,30,42,12,36
Chicken Tikka,423,42,78,18,10,6,845,0,16,21,6,12
Korma,170,8,65,25,4,8,1000,14,5,7,25,20
Pakistani Beverages Special 172,553,41,72,15,14,12,561,64,21,19,14,33
Sajji,751,39,61,35,4,15,1238,30,25,58,22,14
Seekh Kabab,443,46,31,23,13,17,1033,22,15,52,6,10
Chicken Tikka,689,26,68,28,7,15,232,0,33,19,7,35
Pakistani Beverages Special 176,476,34,58,29,3,3,1066,80,36,52,21,35
Seekh Kabab,546,45,64,36,6,12,928,0,37,32,5,27
Haleem,379,36,54,34,6,4,667,21,28,52,25,20
Karahi,687,46,73,34,7,8,1217,13,9,39,16,19
Biryani,336,6,57,19,7,9,1434,65,5,14,21,26
Pakistani Beverages Special 181,637,20,32,29,14,12,1099,69,11,7,6,15
Biryani,502,31,63,39,2,9,410,5,34,20,14,18
Sindhi Biryani,354,35,68,16,11,12,849,96,13,56,5,19
Nihari,681,43,59,29,14,3,326,0,33,8,29,25
Sindhi Biryani,704,38,60,30,5,13,698,11,11,17,23,17
Aloo Gosht,561,20,48,28,7,13,655,0,11,25,26,13
Pakistani Beverages Special 187,404,10,67,10,9,9,339,93,10,22,12,35
Sajji,178,39,63,16,14,14,1237,34,32,31,16,20
Biryani,535,25,34,29,12,6,954,30,8,58,7,18
Karahi,178,27,65,24,13,10,504,66,39,45,13,10
Sindhi Biryani,562,8,35,22,10,11,557,72,28,40,20,11
Pakistani Beverages Special 192,526,6,65,12,14,2,332,22,25,25,29,16
Pakistani Beverages Special 193,346,39,53,35,9,11,808,44,6,20,13,22
Pakistani Beverages Special 194,385,16,46,22,12,14,1157,53,37,58,7,11
Lahori Chargha,191,36,47,30,6,4,1207,34,28,16,16,32
Paya,430,11,74,14,14,17,558,21,13,5,23,15
Pakistani Beverages Special 197,600,42,33,38,11,5,546,9,8,6,8,19
Pakistani Beverages Special 198,768,11,65,12,14,16,471,58,21,50,12,33
Lahori Chargha,740,9,74,22,4,7,301,3,6,24,13,22
Pakistani Beverages Special 200,161,24,31,33,12,9,1060,30,8,57,18,39
Lahori Chargha,196,19,49,20,6,3,328,51,13,19,18,33
Biryani,411,43,32,16,2,16,846,52,34,41,15,36
Chapli Kabab,243,48,68,36,14,8,1365,76,35,41,21,27
Chicken Tikka,695,12,44,27,9,19,408,10,18,54,24,31
Pakistani Beverages Special 205,550,32,37,29,6,6,638,39,27,20,21,29
Pakistani Beverages Special 206,566,19,39,23,6,4,1398,16,24,42,8,34
Korma,731,45,49,27,13,8,1263,25,13,55,22,13
Lahori Chargha,520,5,61,23,7,17,338,89,34,42,11,13
Pakistani Beverages Special 209,250,41,69,32,11,10,1128,0,20,18,7,23
Sajji,710,11,69,27,8,13,1079,21,12,47,20,14
Pakistani Beverages Special 211,296,16,63,21,5,3,1091,62,7,29,7,34
Haleem,618,38,45,37,9,14,707,71,12,17,7,26
Seekh Kabab,677,18,35,17,5,4,846,88,31,6,9,19
Chapli Kabab,764,40,32,28,9,10,510,57,23,59,9,12
Lahori Chargha,448,20,46,19,3,4,1342,7,5,59,18,10
Chapli Kabab,445,45,63,23,11,7,1499,74,14,17,6,31
Dal Makhani,456,20,38,34,3,6,1175,46,20,30,10,18
Korma,235,35,64,23,4,10,237,39,5,18,11,18
Korma,450,11,39,14,2,12,1124,97,29,11,16,17
Seekh Kabab,530,48,52,24,12,3,710,88,36,53,29,17
Chicken Tikka,248,33,65,20,14,12,269,84,35,47,24,37
Aloo Gosht,296,30,66,38,6,13,611,80,14,33,12,23
Palak Paneer,523,45,42,30,13,13,524,54,13,37,15,24
Pakistani Beverages Special 224,406,34,70,27,14,18,785,48,11,23,5,20
Sindhi Biryani,237,38,50,22,3,16,455,6,39,51,15,26
Palak Paneer,332,49,66,17,13,10,1419,0,22,44,6,19
Aloo Gosht,759,22,49,31,12,2,295,1,33,10,15,20
Nihari,384,30,53,37,3,4,1461,0,29,24,14,37
Korma,419,23,79,38,9,18,716,35,28,11,17,25
Biryani,394,38,45,29,4,19,1276,30,18,38,25,29
Sajji,150,31,76,37,3,9,1105,46,5,52,14,10
Pakistani Beverages Special 232,192,30,78,24,14,9,528,87,21,28,21,11
Paya,580,10,31,16,3,13,686,16,18,21,13,17
Pakistani Beverages Special 234,414,9,70,12,7,17,756,22,14,38,24,29
Chapli Kabab,509,8,36,16,14,16,1429,12,37,6,8,30
Haleem,659,18,50,15,11,5,366,80,34,42,20,20
Pakistani Beverages Special 237,604,9,56,24,11,6,725,32,30,40,13,31
Sindhi Biryani,412,30,56,31,5,17,1447,1,22,5,11,18
Pakistani Beverages Special 239,773,47,44,25,5,15,921,84,31,56,5,12
Aloo Gosht,732,26,48,36,13,7,273,57,25,49,12,28
Korma,788,35,40,19,11,14,402,66,14,17,25,30
Pakistani Beverages Special 242,340,45,65,38,10,4,963,0,21,13,24,18
Sajji,753,41,64,29,9,13,320,72,11,37,24,27
Paya,226,40,43,25,13,7,1295,13,31,13,19,35
Korma,174,11,79,26,8,19,232,44,27,11,18,35
Pakistani Beverages Special 246,332,14,73,26,10,14,272,57,33,26,24,29
Seekh Kabab,471,9,57,21,3,12,670,18,37,57,11,22
Pakistani Beverages Special 248,514,31,72,18,9,4,241,76,34,26,17,12
Lahori Chargha,664,23,73,19,3,11,592,76,7,16,13,24
Pakistani Beverages Special 250,151,27,75,22,7,9,411,46,8,11,19,15
Aloo Gosht,733,27,38,22,2,15,959,99,9,57,12,12
Pakistani Beverages Special 252,276,19,45,15,2,6,290,16,38,12,11,31
Karahi,244,10,40,26,7,12,571,2,16,11,22,13
Seekh Kabab,367,30,51,18,5,15,736,0,10,11,23,30
Pakistani Beverages Special 255,245,15,51,13,5,15,1224,17,18,12,21,34
Aloo Gosht,619,10,52,23,13,14,766,70,21,44,15,27
Pakistani Beverages Special 257,547,28,74,34,8,18,1099,69,31,29,14,31
Nihari,664,42,78,31,9,16,840,92,38,25,28,15
Paya,271,22,31,18,9,6,1465,55,17,28,8,33
Nihari,378,46,74,38,4,18,609,94,5,53,6,18
Pakistani Beverages Special 261,332,14,63,22,9,4,1047,55,8,58,18,32
Haleem,770,23,38,35,10,2,765,32,24,31,21,38
Pakistani Beverages Special 263,527,11,69,20,8,8,815,83,6,27,6,19
Biryani,727,46,49,36,10,13,931,11,21,51,6,12
Chapli Kabab,358,9,46,13,13,18,1499,26,29,55,23,12
Aloo Gosht,500,39,64,34,8,12,1156,52,15,37,8,31
Palak Paneer,515,39,78,22,10,18,610,9,33,22,6,37
Pakistani Beverages Special 268,574,28,51,27,7,10,757,39,24,34,17,20
Dal Makhani,396,48,69,27,6,14,231,32,32,48,20,30
Palak Paneer,212,49,37,39,9,10,369,27,11,44,24,11
Dal Makhani,387,20,46,31,7,13,734,55,37,35,7,35
Pakistani Beverages Special 272,279,26,55,17,9,13,1075,53,16,10,27,38
Pakistani Beverages Special 273,254,43,49,27,8,13,533,52,24,54,15,28
Haleem,374,29,53,27,7,14,732,0,25,51,10,11
Korma,530,12,66,18,3,9,539,23,33,26,18,38
Palak Paneer,183,11,41,22,4,10,716,26,30,56,21,29
Biryani,238,35,58,22,14,3,1345,83,5,54,19,25
Sindhi Biryani,334,45,74,39,7,6,1009,61,20,21,9,17
Pakistani Beverages Special 279,746,22,52,39,13,6,233,34,11,32,16,37
Lahori Chargha,793,20,61,29,6,19,1284,2,37,24,8,15
Karahi,219,23,70,37,9,3,1454,27,24,17,23,25
Chapli Kabab,600,22,39,26,7,18,524,63,5,27,26,31
Pakistani Beverages Special 283,797,46,74,15,3,3,565,0,28,31,18,11
Sindhi Biryani,333,44,74,38,4,7,604,45,34,27,27,34
Pakistani Beverages Special 285,585,28,45,33,11,17,676,24,10,45,5,16
Karahi,523,38,37,27,6,5,1249,0,11,7,15,19
Seekh Kabab,308,10,43,11,12,2,1244,51,35,59,19,24
Sajji,674,40,50,25,10,8,507,53,27,43,17,22
Pakistani Beverages Special 289,423,40,36,26,12,5,951,83,27,23,9,10
Chapli Kabab,401,25,30,26,10,6,601,32,20,42,29,34
Haleem,217,39,68,31,12,11,983,64,15,20,29,15
Haleem,291,42,72,21,5,8,315,14,14,42,16,12
Karahi,723,45,42,36,9,8,856,0,22,47,11,33
Korma,730,22,49,32,3,5,1433,69,22,23,8,19
Haleem,157,43,44,19,8,19,1089,45,11,24,21,35
Sindhi Biryani,186,31,45,19,14,9,1234,54,35,17,20,16
Pakistani Beverages Special 297,477,37,53,25,10,8,786,21,18,23,19,16
Pakistani Beverages Special 298,595,30,57,26,12,12,880,3,32,54,7,31
Pakistani Beverages Special 299,646,45,78,19,10,4,368,63,14,15,17,28
Dal Makhani,545,43,76,29,11,15,768,59,35,15,15,13
Biryani,790,39,78,17,11,8,944,87,29,26,8,22
Chicken Tikka,405,47,72,17,11,18,698,20,9,6,18,32
Haleem,602,15,61,19,2,6,527,93,13,12,22,29
Chicken Tikka,757,21,47,21,9,16,1308,50,16,13,12,36
Paya,724,32,72,32,11,15,1488,34,14,30,7,30
Pakistani Beverages Special 306,384,30,62,28,9,12,1380,39,30,14,14,37
Paya,749,42,41,27,11,14,1372,0,14,21,9,22
Aloo Gosht,594,29,54,33,6,9,632,27,32,40,25,32
Nihari,672,36,53,27,3,4,937,0,22,7,5,19
Lahori Chargha,554,31,66,21,12,13,1249,71,14,35,27,18
Korma,595,27,58,34,13,3,808,34,23,45,19,17
Lahori Chargha,786,26,73,30,8,7,664,61,38,33,19,31
Karahi,644,36,62,36,5,16,494,80,20,35,25,24
Korma,472,9,43,17,3,2,830,38,32,41,13,23
Paya,622,25,34,28,7,10,1497,62,9,37,19,16
Chicken Tikka,504,22,79,18,8,6,1387,0,18,35,23,36
Pakistani Beverages Special 317,429,5,71,10,3,6,518,15,5,54,15,37
Karahi,519,20,60,27,13,9,563,42,11,56,23,36
Sindhi Biryani,252,48,51,24,4,6,959,52,32,36,29,16
Pakistani Beverages Special 320,670,43,58,30,7,12,483,0,23,16,21,20
Karahi,750,44,48,30,14,5,825,77,12,40,11,39
Sajji,424,21,48,29,11,14,1244,48,9,40,15,38
Seekh Kabab,214,18,58,21,6,19,451,90,20,5,12,31
